speed,distance,weather,obstacle,ir_data,uv_data,braking_force
115,70,2,1,66.8406732306545,1,10000
66,146,1,1,140.517177657015,1,5720
96,82,2,4,78.0118035287953,0,8940
42,81,2,3,82.6662361032186,1,6270
39,198,3,1,194.075336821946,1,2410
37,200,1,3,194.486607619916,1,2650
82,16,3,2,13.6398533940302,1,10000
18,17,2,3,8.61245259257567,1,6990
75,198,2,4,194.322759830582,0,4410
27,30,1,3,25.1554442064601,0,7250
81,165,3,1,159.246604680118,0,5500
97,125,1,1,122.77474294394,1,7900
103,44,2,2,40.7112377840523,1,10000
51,23,1,2,18.1392155344573,1,8660
32,28,1,1,21.870404816787,0,7560
107,159,1,1,151.981613212914,0,7380
12,181,2,2,174.705263559387,0,1770
108,8,3,2,3.34638516830128,0,10000
21,190,1,2,185.969728973102,0,2150
96,36,2,3,29.6766506537955,0,10000
101,103,2,2,100.070795845467,0,8560
81,61,3,2,54.3100681502049,0,8620
99,42,1,1,39.7772524275453,1,10000
95,68,3,1,63.7270115124108,1,9110
111,196,3,2,191.79112624653,0,6070
28,193,3,3,184.546068347161,1,2010
36,137,2,4,132.849473476223,0,4290
95,52,1,3,43.2106979794836,1,9990
97,29,2,1,22.3863930742629,0,10000
45,162,3,3,158.606907990819,1,3790
21,25,2,2,22.8543315226174,0,6900
63,125,2,1,120.427677264054,0,6000
23,146,1,2,141.336396604151,1,3570
8,151,2,4,144.615280556236,1,2470
62,50,3,3,46.4342553827162,0,8000
53,128,2,3,123.139551395706,0,5410
83,173,2,1,167.040203963057,1,5560
46,79,1,2,75.6125634258338,0,6730
77,109,2,4,103.765303767152,1,7180
27,122,2,4,112.706044377699,0,4290
73,150,1,4,143.631886306273,0,5950
33,60,1,2,55.3742171947206,1,6650
81,104,1,1,99.6754997386365,0,7730
20,153,3,2,147.736666765054,0,2810
69,41,1,1,32.8696568296316,1,9020
63,190,2,1,188.419862255126,0,4050
86,93,2,4,86.1416678902143,1,8110
92,105,1,1,100.673717105679,1,8250
82,12,2,4,6.44656532491187,0,10000
6,77,2,1,70.0300318319974,0,4590
89,61,3,2,55.9151458819257,1,9020
76,97,3,3,90.3662508796253,0,7290
22,6,3,1,0,1,7320
30,92,3,3,84.0814531839481,0,5140
25,114,1,4,108.96233363058,0,4630
20,53,2,3,50.778855569703,1,6010
95,13,1,1,7.04731066416797,1,10000
105,15,3,2,12.2602579583198,1,10000
30,183,1,1,176.906953276849,0,2810
39,96,2,4,89.8541191429053,0,5670
26,107,3,2,100.230986843711,0,4490
56,172,3,2,167.669923417722,0,4040
102,15,1,1,9.99812771194593,1,10000
37,155,2,4,150.379112905951,0,3800
27,128,1,4,124.675392247111,1,4310
80,97,2,3,93.4759199091017,0,7690
39,137,3,4,131.324010011252,1,4240
63,121,3,4,116.521310259129,1,5920
110,122,3,1,116.612067468897,0,8240
26,13,3,3,8.01157792329259,1,7310
89,157,2,2,148.463047351809,1,6340
105,128,3,1,123.98921939785,1,7810
9,67,2,2,61.6077456015875,0,5040
46,40,2,2,35.2337422324215,1,7700
52,97,1,2,93.7047826636758,0,6490
48,173,3,2,169.557986952302,1,3610
81,149,1,4,145.509386059706,1,6380
18,35,1,2,28.8166949096602,0,6650
98,171,1,3,165.81118702794,1,6570
72,54,2,2,46.8401398940547,0,8580
48,141,2,3,138.655599278601,0,4770
9,9,3,4,4.04855233177859,0,6580
49,31,3,4,22.3744014725931,1,7920
36,109,1,3,102.486367163661,0,5330
111,116,2,1,110.493357261123,0,8670
81,170,2,2,167.177860390854,1,5550
109,194,2,2,185.37934420471,0,6230
17,102,3,3,94.9673127138932,0,4190
17,6,3,3,0.0238050423495966,1,7070
19,140,3,1,134.046872267464,1,3150
50,51,2,4,44.0150947600506,0,7570
41,49,1,2,45.1330936285637,0,7380
47,160,1,1,150.159148750058,1,4350
24,183,3,4,178.166803613653,0,2110
113,170,2,2,169.250345284427,0,7150
50,127,2,4,123.787167081935,0,5290
40,92,1,3,86.1541218649639,0,6040
21,101,3,1,95.5644876703193,1,4420
29,170,1,1,163.330172999998,1,3150
37,51,3,4,45.7899643848502,0,6720
3,149,2,4,143.439055720681,1,2280
93,189,2,1,188.803826931151,0,5580
61,26,2,1,18.9148351839207,0,8870
68,21,3,4,14.6670191112465,0,9170
114,137,3,1,132.789336827494,0,7990
120,118,3,2,111.621753613118,0,8860
33,123,1,4,116.621322571699,0,4760
16,51,1,3,46.0375431138641,0,6070
76,39,2,3,36.5342861445526,1,9230
31,123,3,4,115.027945523486,0,4260
63,63,2,1,55.4465222014362,1,7860
89,186,2,3,182.128813043352,0,5470
49,179,1,3,173.50825663242,0,3880
86,111,1,4,108.134692128645,1,7770
117,174,3,4,168.366887575936,0,7030
87,74,3,4,71.5915304090877,0,8530
2,46,3,1,41.5549097117771,1,5120
77,95,2,1,88.8880653828112,0,7600
101,65,3,4,58.9796011830272,1,9500
116,95,1,1,94.1197288303046,0,9750
61,48,2,2,38.9379957340722,1,8210
83,125,3,2,118.424903191186,1,6800
14,103,1,4,97.285590505689,1,4410
47,103,2,2,99.3419105776406,1,5860
25,65,1,2,59.2250598676161,0,6100
108,154,1,2,150.704876181106,1,7580
45,173,2,2,164.528890253151,0,3660
7,88,1,1,84.0737964205005,0,4510
3,134,3,2,127.283655844522,0,2530
40,109,2,2,102.649754565039,1,5330
89,13,3,1,4.94211546689067,1,10000
94,16,3,2,8.1016784777429,0,10000
12,14,3,2,11.6847539225714,0,6580
25,47,2,1,42.5953396761197,1,6440
3,121,3,3,114.104965165434,1,2920
77,189,1,3,181.484797942904,1,4980
85,81,3,4,71.6757641602624,1,8220
87,112,2,3,108.010628092543,0,7590
25,138,1,4,134.818728197857,0,3910
7,45,2,1,41.7185989741592,1,5600
83,178,1,4,174.242481085417,1,5610
73,116,1,3,114.880053329475,1,6970
92,85,3,4,80.2088726362698,1,8450
35,108,2,3,102.435789764715,0,5110
67,68,1,2,64.0847169429078,1,8110
18,65,2,2,60.9229588113948,1,5550
65,105,3,4,98.771029161158,0,6500
112,194,2,4,186.704973120599,0,6380
15,168,3,2,161.508912569821,1,2110
5,29,1,1,24.2472458961196,0,6180
80,52,3,4,46.5848937196209,0,8840
80,33,1,1,32.8931719464429,1,9810
88,132,2,3,126.445213894458,0,7040
35,172,3,4,167.468071316482,1,2990
73,150,3,2,146.019794679877,1,5550
19,31,2,2,26.5826244565231,1,6620
54,173,2,3,167.883004511116,0,4110
77,161,3,2,156.43477427554,0,5420
32,6,2,4,0,1,8020
21,29,1,1,21.2268066513086,0,6980
9,69,3,4,62.765262628677,1,4780
4,22,3,1,16.2670505433159,1,5940
103,10,2,2,3.8712568289001,1,10000
92,82,1,2,77.5622154286298,1,8940
88,175,3,2,172.654433967173,1,5550
45,92,2,1,87.1691206178146,1,6090
29,93,3,4,89.642916264936,0,5060
71,18,2,4,13.7278254576658,1,9610
53,73,2,2,68.9274522198213,0,7060
90,170,1,2,165.546731197037,0,6200
51,156,1,2,150.362389329978,0,4670
58,73,2,4,66.584640935112,1,7310
89,197,1,4,190.961684988811,0,5340
54,153,2,2,148.302782053941,1,4710
38,20,2,1,19.8330485704601,0,7900
108,12,2,3,5.52082805737369,0,10000
97,114,3,1,108.607878466584,1,7830
26,56,3,2,51.784825678483,0,6020
74,191,1,3,184.519298984915,0,4770
0,15,1,2,9.95674727347803,0,6350
89,154,1,4,149.714297262245,1,6630
19,100,2,1,95.0583192275295,1,4550
49,177,1,3,170.174763062661,0,3940
104,8,1,4,1.15599118774438,0,10000
117,169,1,1,160.949190319485,1,7580
31,54,1,4,49.8604280575573,0,6730
43,188,1,1,183.828118065013,0,3310
64,63,2,2,59.3756949745023,0,7910
18,122,3,4,117.957780188548,1,3640
33,125,2,2,116.812307376823,0,4500
1,107,1,4,100.848854509154,1,3640
19,182,2,1,176.564814012926,0,2090
5,146,1,1,141.248078378523,1,2670
11,151,2,2,146.831116254997,1,2620
68,105,1,3,96.9740076489066,0,7050
120,126,2,3,120.353911293128,0,8820
12,153,3,4,149.225611018255,1,2410
102,105,2,4,97.3881162985537,0,8550
57,16,3,2,11.557460500362,0,8770
57,21,1,3,19.2268549816158,1,9020
52,155,3,3,149.90345502328,0,4350
64,75,2,2,67.871596935577,1,7550
46,130,2,2,126.303972847615,0,5000
87,12,3,4,5.73540777575683,1,10000
32,53,1,4,47.2258985736923,0,6810
110,47,3,1,43.5276659069865,0,10000
69,97,3,3,93.8583085396715,0,6940
84,60,2,1,49.1629202798278,0,9000
104,144,3,4,142.304105907499,1,7280
70,54,3,2,49.9548840756968,0,8280
8,29,2,1,24.7884731258108,0,6130
41,17,2,3,11.6961900748674,0,8140
87,47,1,3,43.0509587660088,1,9740
68,69,2,2,61.332635317347,1,7930
81,20,3,4,17.2460556192415,0,9850
88,98,2,4,95.5869536129014,1,8060
40,18,1,3,11.1831999038365,1,8260
79,136,1,1,129.625357482578,0,6670
23,9,3,3,2.95577010127064,0,7280
80,113,1,3,107.807074058397,1,7410
36,40,1,1,33.2449640350867,0,7400
64,189,1,3,185.503931529363,1,4330
115,66,1,4,62.5377255494291,1,10000
87,111,2,4,107.483883794532,0,7620
37,132,1,1,126.823590313597,1,4690
12,48,2,2,42.822675126282,1,5760
81,16,3,4,12.82457083096,0,9970
22,69,3,3,63.9637669120852,1,5430
103,79,3,2,76.6591485901988,0,9180
59,29,3,3,20.3640999739855,1,8480
108,174,1,4,169.033995822444,1,6980
25,170,3,4,165.228525593508,0,2550
8,127,3,3,120.06002042282,1,2990
78,197,3,1,193.25513203775,1,4390
85,15,3,1,8.55062707788269,0,10000
18,44,2,2,40.666432571771,0,6180
96,43,1,1,38.0582869391016,1,10000
38,73,2,4,68.3364477558957,1,6310
15,73,2,2,68.8329279763501,1,5160
71,89,2,2,84.1500645154288,0,7480
108,153,2,2,149.383645814265,1,7410
17,125,1,1,118.467346732162,0,3900
105,56,1,2,52.5164549810247,1,10000
22,144,1,4,141.103138892454,1,3580
13,94,2,1,89.7858310713753,1,4430
26,6,2,1,0,0,7720
87,76,3,3,71.019057943554,1,8470
54,152,3,4,145.898992472974,0,4540
85,36,2,1,29.7219609777833,1,9770
64,136,2,4,130.060544168631,1,5720
5,128,2,4,124.526839093486,1,3010
91,132,3,4,125.904696648356,0,6990
86,185,2,2,181.167782683208,1,5350
70,162,1,2,159.378665665417,0,5440
89,26,2,4,21.022435771651,1,10000
46,113,2,3,109.227815685045,0,5510
50,130,1,4,126.125006161967,1,5400
13,93,1,4,87.2514307987712,0,4660
18,35,2,3,29.4335970686221,0,6450
24,77,3,4,72.691431079363,1,5290
77,58,2,3,54.2464657735057,1,8710
94,83,2,1,76.779603487197,0,8810
105,66,3,1,57.1481227156308,1,9670
67,189,3,1,184.632644874034,0,4080
89,102,3,4,95.4465408150121,0,7790
8,159,2,1,152.84214032187,1,2230
27,171,3,1,166.671244010474,0,2620
105,49,1,4,47.987754504929,0,10000
107,173,2,4,170.08180612387,0,6760
119,194,3,1,188.487230064327,0,6530
9,6,1,3,2.85522903851301,0,7070
15,30,2,3,23.4423343256403,1,6450
66,17,2,3,12.7274369427903,1,9390
92,29,2,3,25.4206560382725,1,10000
61,85,3,4,79.4671786142579,1,6900
119,66,1,4,57.9265877818212,1,10000
64,190,2,4,189.552777536728,1,4100
100,95,3,4,93.0100027818853,1,8550
110,49,3,4,42.7020441233097,0,10000
48,74,3,3,66.2883898451797,0,6580
96,159,3,3,154.557022535929,0,6430
43,127,1,4,122.825207414307,0,5140
78,69,3,2,67.1440867648149,1,8230
0,97,3,4,91.0660507931343,1,3490
16,36,3,1,32.4558280959184,1,6120
63,177,2,1,172.476391973613,0,4440
27,50,1,2,45.1063551626065,1,6650
92,66,1,4,59.9990269879931,0,9420
106,199,1,2,196.267691960394,1,6130
81,69,3,2,66.9501414374601,0,8380
57,197,3,4,189.377105393429,0,3340
2,19,2,1,15.88229396803,1,6130
36,175,3,1,170.799978005514,0,2950
20,54,3,3,49.2318037990807,0,5780
64,139,2,1,133.260376370599,0,5630
34,152,1,3,149.640175437928,1,3940
51,21,3,1,15.8526290011163,0,8320
38,99,1,3,92.7888442957224,0,5730
55,125,2,1,120.03680195439,1,5600
1,127,1,4,121.928910297244,1,3040
14,131,3,3,124.786844218391,0,3170
20,45,2,2,38.9788223839385,1,6250
92,17,2,1,9.54941385162682,0,10000
37,143,3,1,135.308651795059,0,3960
52,169,1,2,163.621688593775,0,4330
39,94,2,2,86.6091279128888,1,5730
109,199,3,3,191.493627863783,1,5880
25,67,3,4,64.1326116292428,0,5640
35,108,3,2,103.519870923629,1,4910
102,196,3,4,187.349928901732,1,5620
60,93,1,1,89.4039228657728,1,7010
16,22,3,3,16.3388703383681,1,6540
70,171,2,3,168.285103130365,1,4970
118,54,2,2,46.4812891408112,1,10000
6,55,1,3,51.6898481831544,0,5450
65,6,3,2,3.44184258707224,1,9470
52,31,3,2,28.1677666970174,1,8070
92,130,3,1,126.122771160665,1,7100
41,142,3,3,137.849630519846,0,4190
12,50,3,2,43.5486020604451,1,5500
2,123,3,3,115.456089958011,1,2810
67,111,2,2,103.656221631351,0,6620
95,170,3,3,168.019429115464,0,6050
111,32,3,1,27.4592500314925,0,10000
112,73,3,3,69.826067656667,0,9810
63,164,3,4,158.078019287898,1,4630
46,173,2,1,168.324457386901,0,3710
80,42,3,1,38.3485073776314,0,9140
63,135,1,3,126.968590832532,0,5900
73,115,3,4,110.301069739796,1,6600
74,94,2,2,89.9003846685161,0,7480
50,111,2,4,105.208051585667,1,5770
114,140,3,2,135.38488345662,0,7900
105,162,2,2,159.640193174307,1,6990
113,80,3,3,78.5508020515192,1,9650
47,25,1,4,21.8339979288056,1,8400
64,120,2,4,112.950848663393,1,6200
91,97,2,4,89.8383395162537,0,8240
88,168,1,2,164.084485006334,1,6160
24,183,2,3,177.215687999435,0,2310
23,152,3,1,143.95447271451,0,2990
77,193,1,4,186.110408928908,0,4860
7,174,2,2,169.785744874174,0,1730
3,145,1,1,138.931838946431,0,2600
105,44,3,4,36.6704708798394,1,10000
104,56,1,4,52.9691772820122,0,10000
56,126,1,3,120.76175379163,0,5820
99,134,3,1,130.296250712019,1,7330
34,163,1,2,156.846981407641,1,3610
108,198,1,3,192.981790654263,1,6260
21,55,2,3,50.7253590803141,0,6000
58,44,2,4,38.7157537426847,0,8180
80,23,3,4,18.1957351578233,1,9710
94,41,3,4,37.2335496957733,1,9870
98,135,2,4,128.415719090648,0,7450
6,149,1,3,142.5013214604,1,2630
59,92,2,2,88.529808446188,1,6790
115,118,1,2,115.256298841565,1,9010
75,184,2,4,182.947675648287,1,4830
31,61,2,3,55.6814786776793,1,6320
100,58,3,1,52.7389984385952,1,9660
66,75,1,2,72.0962025483179,1,7850
60,16,3,2,8.98741056895732,0,8920
46,48,3,4,41.4688690312602,1,7260
11,168,2,1,161.61109753316,1,2110
108,137,2,1,133.539840069585,0,7890
118,153,2,2,149.933119773006,1,7910
48,129,2,4,121.385013549898,1,5130
21,95,1,3,92.6820955040315,0,5000
1,179,2,4,174.797555245879,1,1280
53,64,3,1,61.7090348868577,0,7130
3,15,1,4,8.34218861710061,1,6500
115,32,1,3,27.8975146504241,0,10000
70,114,1,3,112.261330118983,0,6880
56,100,2,3,94.0955729201845,0,6400
19,132,2,3,127.783967439487,1,3590
108,34,3,3,32.3365854693314,1,10000
12,120,1,3,113.702309744651,1,3800
69,102,3,2,99.8360475339041,0,6790
87,193,2,3,190.895140899279,1,5160
94,88,2,1,81.8020705153215,1,8660
39,70,3,2,67.5718549401983,0,6250
103,177,1,3,169.247918745725,1,6640
0,81,3,3,78.2191062976463,1,3970
51,81,2,2,76.168650054306,0,6720
48,105,2,2,98.0765739061608,1,5850
35,125,1,4,121.20399287693,0,4800
32,130,3,2,122.237280641192,0,4100
3,134,3,3,128.937423811036,1,2530
2,111,3,4,107.918849704151,1,3170
57,177,2,4,171.990888924733,0,4140
50,194,3,4,185.186421749998,0,3080
65,107,1,2,102.176663271191,1,6840
79,168,3,3,162.607471263801,0,5310
83,99,2,1,92.5344898590618,0,7780
35,72,1,4,63.9700073070342,0,6390
104,134,3,2,128.531649638279,1,7580
118,181,2,3,177.872165718274,0,7070
52,174,3,3,170.208722279818,0,3780
25,129,2,3,125.280944222428,0,3980
46,59,2,1,52.5973291633197,1,7130
70,161,2,1,155.074367715272,1,5270
20,79,1,4,70.3487044729869,1,5430
16,28,3,4,26.26420871085,1,6360
76,37,3,2,30.4524883699983,1,9090
9,183,3,1,177.514538355823,1,1360
104,35,3,4,28.3744962673233,0,10000
13,163,2,1,158.262073302872,0,2360
19,125,3,3,118.6346462137,1,3600
118,79,3,4,74.4369650196677,0,9930
105,78,3,3,73.8201137133522,1,9310
85,66,2,2,62.4605712396265,1,8870
103,159,1,1,154.317438754472,1,7180
57,60,2,2,53.8142263822031,0,7650
112,49,3,2,39.7297744170805,0,10000
92,154,3,3,148.972127445867,1,6380
89,200,3,1,192.662513141884,1,4850
77,151,3,2,143.957583831625,1,5720
60,171,3,2,164.977725359639,0,4270
111,135,1,2,131.2950571407,0,8300
111,131,3,4,126.60867101075,1,8020
88,119,1,1,113.18268738741,0,7630
101,24,1,3,19.200111576234,0,10000
28,108,3,1,101.443714627844,1,4560
65,193,2,1,187.747171961188,1,4060
28,160,1,1,154.944346998764,0,3400
120,169,1,4,163.587765622558,1,7730
22,126,2,1,120.805945303213,1,3920
52,175,1,1,169.491563721167,0,4150
73,192,1,4,188.689621492903,1,4690
36,188,2,3,180.784719614404,1,2760
5,167,3,3,161.871049370443,1,1640
21,8,2,4,3.51782431023608,1,7410
88,43,2,2,38.3886661882253,0,9710
95,98,3,2,93.908530605596,0,8210
120,102,2,4,94.4153053911283,1,9540
8,73,1,1,68.7440759644169,0,5010
104,124,1,4,116.688221351119,0,8280
75,28,1,3,22.9135075866904,0,9710
21,94,2,2,89.3916683409089,1,4830
66,87,2,3,81.4050856226183,0,7290
31,81,3,3,75.5811190535207,1,5520
66,56,3,4,50.920472851257,1,8020
57,116,1,2,115.826262668523,1,6170
15,60,1,4,58.2452404907255,0,5750
118,6,3,3,2.04463551868103,1,10000
34,167,1,4,160.498219803052,1,3490
45,165,3,4,158.339020839019,1,3700
20,11,2,1,6.14913072197879,1,7270
99,77,1,4,73.3601760032971,0,9440
15,36,1,2,31.8997860951185,0,6470
96,123,1,2,118.536773522999,1,7910
66,6,2,2,0,0,9720
87,17,1,2,11.4948558258738,0,10000
102,102,2,3,98.1742724824713,1,8640
41,64,2,2,59.4563863230417,1,6730
12,55,2,2,50.8593353150241,0,5550
65,123,2,2,119.468355749028,0,6160
106,77,1,4,69.2861314666313,1,9790
88,9,1,1,4.19349460265851,1,10000
20,169,2,2,165.739192126503,1,2530
83,68,1,1,58.4742408463954,0,8910
70,153,3,2,148.647915435692,1,5310
95,188,1,1,182.921011563434,0,5910
32,23,2,1,17.7605528100278,1,7510
80,136,1,4,129.959371629552,0,6720
92,14,1,2,9.47099627689331,0,10000
80,27,1,1,23.9025646375941,0,9990
60,198,1,4,194.004835809425,1,3860
11,20,1,2,14.2219096968954,0,6750
24,119,2,3,114.839562065117,0,4230
103,35,3,2,32.0359540328778,0,10000
115,34,3,3,30.9698634544627,0,10000
7,20,3,2,17.0754455601889,0,6150
97,125,1,4,121.540305204052,1,7900
86,145,1,1,140.023395634572,1,6750
87,162,2,1,159.568195747484,0,6090
62,168,3,2,166.120359062482,1,4460
32,54,2,3,49.2565714730078,0,6580
15,81,1,4,77.0919550298942,0,5120
57,197,2,1,193.299340076064,0,3540
16,99,1,1,92.2181347208721,0,4630
61,32,1,3,26.9200808801513,1,8890
104,183,3,4,178.3240862983,0,6110
63,175,2,4,169.52766566937,0,4500
109,29,3,2,24.8163986257268,0,10000
73,169,2,1,165.930409053019,0,5180
17,24,3,3,16.6612123523515,1,6530
49,98,2,3,95.9859197765175,0,6110
97,72,1,2,64.4378528733875,0,9490
12,7,2,2,2.07666750595306,1,6990
112,139,3,1,133.396579755281,0,7830
19,74,2,4,68.6349606573097,0,5330
4,89,1,2,83.2756621593228,0,4330
74,111,3,4,106.286237888635,1,6770
106,178,2,3,173.205594298428,1,6560
18,112,3,4,107.564324035667,0,3940
63,63,2,1,59.0907979796632,0,7860
37,83,1,3,76.4406143888364,1,6160
43,168,3,3,164.903917243418,1,3510
41,142,3,1,135.886595411655,0,4190
93,14,2,3,14.178932442469,0,10000
61,171,2,1,166.314544165274,0,4520
118,91,1,3,86.9230014425469,1,9970
25,39,2,4,33.2521416656962,1,6680
9,113,2,4,107.668308477361,0,3660
10,187,3,4,180.809482213957,1,1290
116,16,3,4,9.43012673779777,0,10000
26,28,1,1,18.9490283691473,1,7260
13,183,1,2,175.551582417136,0,1960
21,18,3,1,13.5314529965318,0,6910
74,188,3,3,187.133127075269,1,4460
59,143,2,1,136.221274956018,1,5260
41,84,2,3,80.3127404409052,0,6130
92,11,3,1,8.55315776414146,1,10000
10,131,1,4,127.232028632424,1,3370
35,19,3,2,16.7438755238754,0,7580
59,105,1,3,101.065962694138,1,6600
97,55,1,4,47.3534254869037,0,10000
13,134,1,2,127.954967081438,0,3430
92,99,1,1,91.8289029439469,1,8430
10,109,3,3,102.615574830381,1,3630
119,62,3,2,56.3317282113515,1,10000
89,72,1,3,65.1857365373817,0,9090
112,187,1,2,181.319014846206,1,6790
60,180,2,1,174.383604208528,1,4200
41,195,3,2,189.38794044032,1,2600
55,114,3,1,104.050117766459,1,5730
83,184,2,1,181.081010214177,0,5230
118,72,2,1,66.2071949704178,1,10000
20,168,3,4,163.339724486061,0,2360
42,22,3,2,15.9618520236096,0,7840
81,63,3,4,58.8277891057264,0,8560
82,28,2,3,20.1632153971417,0,9860
62,133,1,3,127.487126478817,0,5910
68,30,2,1,24.6751383218922,0,9100
93,110,3,2,105.584181153186,0,7750
75,162,3,4,156.187894325237,0,5290
48,197,2,3,193.335958472101,1,3090
73,44,2,2,40.4839276888109,1,8930
18,173,3,4,165.481136202246,0,2110
57,169,1,3,162.963719023949,1,4580
37,166,2,3,159.185826596463,1,3470
107,161,3,4,155.426111038378,0,6920
66,109,3,1,101.206879495131,1,6430
28,32,1,2,23.3323855488986,1,7240
86,120,1,4,112.966469373629,1,7500
118,127,3,2,121.198543359199,1,8490
9,126,3,2,117.662608791428,0,3070
56,129,1,2,126.149501258814,1,5730
45,75,1,1,70.2110355754107,0,6800
39,200,2,2,194.547703409244,1,2550
88,73,2,1,68.1751408143645,1,8810
42,194,3,3,185.801869375389,0,2680
2,26,1,2,24.9253028234853,1,6120
96,53,2,3,50.4806137368215,0,9810
87,26,1,4,19.3988187419907,0,10000
19,195,3,1,186.775390633227,0,1500
58,124,3,1,118.141654475231,1,5580
44,90,3,3,83.6649135530987,0,5900
69,14,3,1,9.31092678377271,1,9430
19,81,1,1,76.5685709615165,0,5320
54,105,1,4,99.6247954198397,0,6350
38,86,3,4,81.4696882564442,0,5720
7,143,2,1,139.69124460245,0,2660
44,96,2,2,89.8893555934967,0,5920
31,70,1,2,62.7657431626283,0,6250
60,49,1,3,48.3577477351345,0,8330
106,6,1,1,0,1,10000
36,164,3,3,158.595850775586,0,3280
13,99,2,2,97.2884904782155,1,4280
12,64,3,2,56.9924856559517,0,5080
36,161,1,3,154.605458529204,0,3770
72,85,1,3,83.2950646462975,0,7850
119,6,2,3,0,1,10000
10,45,3,2,39.6389653075225,1,5550
93,148,1,4,141.837273571755,0,7010
57,190,3,2,184.172384629757,0,3550
113,44,2,1,40.552733718723,0,10000
73,188,1,2,185.481507078691,1,4810
71,158,1,4,150.511042215805,1,5610
64,195,1,3,191.402611809321,1,4150
46,98,2,2,98.2827533968298,0,5960
35,143,1,3,135.250762256836,0,4260
9,41,1,1,33.3095528263993,1,6020
96,162,1,1,158.293228211014,1,6740
108,32,3,3,26.2665215943572,0,10000
96,51,2,3,47.8752881971852,0,9870
62,49,3,4,42.2372406125387,1,8030
102,13,2,3,9.45129993525076,0,10000
88,54,1,3,50.7963749101577,1,9580
85,169,3,3,164.200111293505,1,5580
75,165,2,4,162.521552754,1,5400
108,43,2,4,37.1135887816706,1,10000
15,31,3,1,28.2663269244236,1,6220
95,143,1,1,140.672789407228,1,7260
119,12,2,4,7.02347937042286,1,10000
53,14,2,2,7.30190052104048,0,8830
107,95,3,4,84.8903246788347,0,8900
29,51,3,4,48.7431004135523,0,6320
37,98,3,3,91.1160837287149,1,5310
88,185,3,1,175.362651867925,0,5250
97,136,2,2,132.788825062108,0,7370
88,143,3,2,137.771070176301,0,6510
78,99,3,1,96.6799175030278,0,7330
34,91,2,4,84.9612554536309,0,5570
32,71,3,1,68.0221393219815,1,5870
80,117,2,4,109.463755216889,1,7090
83,161,3,2,154.887387792564,1,5720
10,143,2,3,139.905200205249,0,2810
10,141,2,3,133.49260711931,1,2870
81,72,1,3,68.0150874219565,1,8690
108,197,3,4,193.190328419472,1,5890
116,25,1,1,23.0644986791649,0,10000
84,85,3,1,77.2976624604686,1,8050
11,114,2,4,109.43919877677,0,3730
117,194,3,4,189.359769011518,1,6430
52,191,1,1,183.481759539937,1,3670
59,41,1,3,32.9742553855991,0,8520
54,59,2,2,53.8086757238577,0,7530
95,132,3,2,126.663948661641,1,7190
73,59,3,3,54.981276145254,0,8280
45,182,1,3,178.045878250692,1,3590
68,53,3,1,48.0547336731169,1,8210
97,43,2,2,38.3275501914093,0,10000
76,104,2,4,98.8537274654427,1,7280
88,14,3,2,10.5442351535783,0,10000
39,55,1,3,51.4038319569362,1,7100
32,44,2,1,38.1594395764287,1,6880
65,97,3,3,95.4014296012038,1,6740
69,55,1,2,47.3324883954816,1,8600
40,181,1,4,173.496630047828,0,3370
109,68,3,2,60.0918387184072,0,9810
118,25,2,3,19.4796777347242,1,10000
18,92,3,1,85.1713269691329,0,4540
115,169,3,1,165.81822485736,0,7080
96,102,2,2,103.329370220051,1,8340
26,41,1,2,36.5688501509592,0,6870
85,12,3,3,9.09629124292264,0,10000
100,39,1,2,37.6795582486364,1,10000
30,139,3,4,134.537642205855,1,3730
6,174,1,4,169.644515044462,0,1880
84,118,2,2,112.857178245427,0,7260
112,185,1,3,179.083256079066,0,6850
17,49,1,1,44.4147423277204,0,6180
119,20,1,1,18.3929499226155,1,10000
104,27,2,1,18.9288821418249,1,10000
45,175,1,3,169.507003850071,0,3800
114,136,1,1,132.629204103617,1,8420
0,28,2,4,21.9694559152695,0,5760
104,116,1,1,107.884574801256,1,8520
106,50,1,4,44.6312883359603,0,10000
81,134,2,4,127.85082533134,0,6630
101,112,3,4,108.331687989773,0,8090
34,12,1,2,8.79849184893995,0,8140
78,60,2,4,52.9769545527424,0,8700
107,192,3,4,186.291190860861,1,5990
69,125,1,4,122.836950955431,0,6500
92,94,1,1,89.9912897536361,0,8580
20,51,2,4,45.1666153696258,0,6070
63,132,1,2,127.247673405509,1,5990
5,156,3,3,154.000728078524,0,1970
4,61,2,2,57.7196779994227,0,4970
17,91,3,2,86.0187030811417,1,4520
13,164,3,2,157.670756600201,1,2130
75,163,3,2,154.313212958337,1,5260
45,80,3,1,72.0385822570202,0,6250
35,35,2,4,29.2437936666439,0,7300
1,67,1,2,61.9478834009541,1,4840
32,33,3,4,26.4906343245421,0,7010
28,118,2,1,111.245820747987,1,4460
16,51,3,4,49.5203494714495,0,5670
50,10,3,4,4.50245512140838,0,8600
53,69,1,2,61.9942170484364,1,7380
25,126,1,3,122.586906201567,1,4270
35,181,1,2,175.464259592666,0,3120
109,146,1,1,141.955313950015,0,7870
56,49,2,2,42.2952441919323,0,7930
111,57,1,3,51.7046191520045,0,10000
1,145,2,1,142.623697183352,1,2300
83,33,1,1,28.0086750532292,0,9960
6,140,1,2,135.256991840642,1,2900
76,129,2,2,124.04042724982,0,6530
